,Unnamed: 0,Unnamed: 0.1,text,label
2145,4995,4995,السيد والرئيس وليش عم تشددددد دخلك كل حجمك أرنب عند معلمك بالقرداحة,1
4621,3363,3363,ولو نسيت على المنار شكراً قطر وينك يا شيخ حمد ,2
2656,5128,5128,ارمني يوناني يحمل جنسية المانية من مواليد سوريا يعني ابوه كان لاجئ كلب ابن شحاطة بسوريا كاتب على واجهة شركته الخاصة يجب ان ترحل ميركل لك ياحيف على الفول والحمص اللي اكلته بببلدنا يا ابن الصرماية,0
3597,5559,5559,اجواء اوروبيه بواقع صومالي زنجي حقير,0
3348,3781,3781,وشو فهمك انت يا غبي روح انضب ولك يا واطي واحد حقير ومنحط,1
3893,4486,4486,اه يا هبيلة هيدا شربان بول بعير قبل ما يغرد,1
2496,5475,5475,باسيل من بيت الوسط يتم البحث بأفكار عدة لتشكيل الحكومة,2
1746,1056,1056,لو في دولة ما كان حدا فيكون من كل الطبقة السياسية الحاكمة الجربانة كنتو كلكم عّم تتعشوا حلاوة وسكر بالحبس ,0
2852,4643,4643,وئام وهاب بتعطي قطر كم دولار بغير رأيه وئام دولار ,2
3514,819,819,لك وهاب حبيبي في دكتور شاطر اذا بتحب ببعتلك العنوان ، بعالجك والله ، انا بس كرمال ما تبليش تلبوس سوبر مان وتكسر ش… ,2
2234,1259,1259,وبلدك سوريا لا تبغي سوا القتل والاجرام ,0
616,3114,3114,زعران تيار المستهبل يطلقون النار احتفالا بخيبتهم وفسادهم,0
3309,4035,4035,هودي بهائم المردة لشو الرد عليهم  اذا سليمان فرنجية عدن وطلعوا معو الف كلب وجحش وحمار  ويمكن خنازير,0
2938,1320,1320,يلعن هل الشعب شو اهبل,0
531,538,538,على من تقرأ مزاميرك يا داوود؟ وليد جان بولاد أصلو تركماني لا يمكن أن تترجى أو تتمنى عليه فهو مجرم موص… ,0
3808,4085,4085,العوني اذا تمدن متل الجحش اذا تكدن بعمرك شفت عوني بيفهم,0
2909,2307,2307,دعوة الشيخ على القمه عملتلو لجنبلاط هزه براسو وهلق بدو ياخد ثئارو بالحكومه بدو يعقدها حتى ينتقم هيدا اول درس له ,2
2054,684,684,هيدا السيد يلي عم تحكي عنو غبرة صرمايتو بتشرف الأندال يلي مثلكم ,1
3788,4103,4103,هههههاي والله مابومات الا البنات الي دوم دايم وهن هبلات,0
911,765,765,شعوب مرتزقة، أين ما يحل المال تركضون وراءه ولو على حساب شرفكم ,0
1465,5240,5240,سحسوح ع رقبتك انتي ومعلمينك أوباش,1
2840,288,288,شفيك يادكتور ولا غير متابع هذا ذنب ايران المجوسيه المعديه المتخلفه مالقيت تمدح ألا هذا الشخص للتذكير وئ… ,0
4051,1014,1014,هي انت عم تشغل مرتك بدعاره وعم تحطها وديعه لقيس الغزعلي الصور رح نرفقها لقيس مع مرتك يا وئام وهاب الديوث ,0
4158,5022,5022,بن جدو الكلب شو بده يطلع منه,1
592,4712,4712,يا علاء انت حمار ولا بتستحمر,1
3032,852,852,اول واحد لازم يدخل السجن هو انت ايها المفتن ,1
4230,4739,4739,عداوة كار ,2
4017,1999,1999,كل واحد فاتح عحسابو انت ما بيعجبك فلان و هداك ما بيعجبوا فلان بلد كل من مين ايدو الو ,2
300,2857,2857,ما لقيت ولا تعليق بقول انك سوي والي مش سوي عندك هو عند كل العالم سوي يعني انت الأهبل ولا واحد علق بصفك  ,1
308,5106,5106,هدول مستعدين يقتلوا الناس هيك شروي غروي لازم نقتلون كلن,0
966,1557,1557,ماهذة الصفاقه والنتانه ياأنسة,1
3074,631,631,هيدا اسلوبهم بالحوار متل معلمهم معودين عحوار الصرامي ,0
3096,1861,1861,هذا شيخ البلاط الجنبلاطي يسخّر ضميره ويكذب على ديننا ويقوم بالتغطيه على زنديق ناكث لديننا ، كفى قلب… ,1
3721,4618,4618,راجع حساباتك دكتور علي مع هذا المنافق؟ ,2
986,443,443,معالي الوزير خليك بالجاهلية وخازوق الجاهلية وشو بدك بقطر ,0
2730,2944,2944,طيييط عليك وعلى وهاب يعلن اللي عطاكم الشهادة انتو الاتنين اجحش من بعض ,0
3025,4217,4217,دويلة قطر هي راس الأفعى وأم الارهاب وراعية الخراب في الدول العربية والممول الرئيسي لعمليات الارهاب ,0
4633,2953,2953,هل هي فعلا مراكز أبحاث,2
4229,1107,1107,أمير قطر يأتي بأوامر أمريكية لمهمة محددة وهي تحويل المؤتمر منصة ضد سورية والتحريض على رئيسها و منع…,2
4079,216,216,سينهار اكثر وأكثر لطالما نموذج وئام وهام موجود في مجتمعنا ,0
2633,816,816,بتوصف جبران باسيل بغير المؤهل لرئاسة التيار،,2
4094,2884,2884,ولاك انت يمكن سوري او جربوع او حيوان بس كون اكيد انو الحريري بصرماينو داعس عليكم,0
3755,1764,1764,هودي يلي حكيت عنن كلن موجدين بتفكيرك وعقلق انت اول مفتن ومخرب والمأجور بس وضح اكتر للقطري حيناديلك ,1
424,1288,1288,العيش المشترك و صرماية وهاب سوى خلص قسموا و اعتقونا المصيبة فينا معشر الملاحدة و ال…,2
1081,5484,5484,الحمد لله كل من يعرف تاريخه جزمة ابن ستين جزمة حريمي يامرتزق ,1
2890,1758,1758,قلتلك اغطيني اسم الكتاب ومستعد ناقشك للصبح، يا كمل يا كول هوا,1
368,401,401,طالما الدليل عند القاضي ليش ما بقول وبخلصنا لازم نعرف القاتل ,2
4418,5246,5246,جبران باسيل حطرني لك ليش يا حيوان,1
533,4423,4423,أه يا هبيلة عفوا يا عميلة وهابية على يهودية على سفارات,1
4456,1914,1914,ايه كول هوا,1
4523,3521,3521,ال العرصى اللي بشغلهن ,1
2373,1227,1227,عنجد انو عماد عثمان عملك عقده ولازم تروح انتا عند طبيب نفسي حتي تتعالج منها شكلك اهبل ,1
1223,2439,2439,صاير بايخ خليك بالصرماي اهضم,1
3118,2610,2610,دولة رائعة بس نحنا عرصات,1
3624,1452,1452,الحقارة حينما تنطق وزير خارجية لبنان جبران باسيل مثالاً,1
1460,4638,4638,رح تضلك تعووي نبح لتشبع رص تضل تحت صرماية الشيخ سعد الحريري حثالة متلك لازم تندعس لكنك كل ,1
572,3979,3979,خليكن تلحسو جزمة السوري يا بلا شرف,0
3567,5497,5497,وهاب أقترح عرض العماد عثمان على طبيب نفسي ,2
910,724,724,ليس سرا موقف وزير خارجية لبنان باسيل جبران المؤيد للنظام السوري المجرم ولكن العجيب هو موقف بعض العرب المتعاطف,2
948,2569,2569,كول هوا انت يلعن زايدك وسلمانك,0
2249,5523,5523,طز ب فرنسا اوفكورس,0
2085,2758,2758,انتو ما حتبطلو تتكلمو متل النسوان و المطلقات,0
3509,421,421,التلك اخرس خراس,1
1173,1181,1181,ما انت وجريدة الاخبار كلاب تنبح الك عين تحكى يا قاتل الك عين تحكى وفار من العدالة اكيد اهل الجاهلية بقو… ,0
3756,743,743,نحنا مواطنين مش اوباش,2
194,168,168,اخرس يا أيها النجس الخنزير الديوث انت وبشار الكيماوي وحزب الشيطان والمجوس إلى مزبلة التاريخ ,0
3753,4176,4176,حكيك متلك كلو خرا بخرا,1
906,2535,2535,إذا كان حسن نصرالله شكر جبران باسيل حقيقي,2
2073,5121,5121,وئام وهاب تتذمر من زياره الكلب وانت ذيل له ماهنا فرق بينكم كلكم خونه وماضيك لايشرف ,1
330,4129,4129,والسبع تنعام منك و من هيك لقاء نائب مش قادرين توصلو شيخ عقل الطائفة ينتخبه المجلس المذهبي مش انت,2
3444,5538,5538,نشاركك فرحك و ضحكك على طنبر الجاهلية ,1
3922,1349,1349,حلو عنا للمخلوقة ما عم صدق كمية الكره والجهل الموجود بالتعليقات نعم انها رائعة ديما صادق ❤,2
3975,821,821,جبران باسيل أنت متعود على تأدية الأدوار القذرة؛ فلا غرابة,1
2482,4271,4271,انت رمز للفتنة وللتبعية و انت محرض للانشقاق اذا كنت غاوي لعب في السياسة فهذا شئ يعنيك انما اقحام الدين ,2
4256,2848,2848,الحق مش ع بول بريمر الحق ع الحمير اللي سمحه ل بول وغير بول يحتل بلدهم ,0
1830,5748,5748,وجود عثمان وامثاله يمس مصداقية قوى الأمن ويسقط هيبتها ,2
114,3123,3123,الدروز اكبر خونه للامه العربيه وهذا يكفي,0
2920,3288,3288,هههه اخ وئام كون واقعي شوي انت بينك وبين حالك عارف انو وليد بيك بمتل الاغلبية الساحقة الدرزية,2
4083,4108,4108,عندما نقف أمام هامه سياسية فذة متمثلة,2
1367,4900,4900,ياكلب بشار يا جزمة السيد انت الزمن الخرى لجابك كلب ابن كلب,1
2507,3119,3119,تيار الفتنه والكذب والتحريض  تيار المستهبل,0
2931,3306,3306,أنت أردني اوسخ من خائن,0
2946,5713,5713,فيه متل بيقول إلي بيضحكك احسن من إلي بيضحك عليك معاليك ,2
1576,3989,3989,كول هوا طال عمرك,1
1731,2598,2598,ام ركبه سودا خرسي يا كلبه غسب عنك تنبحي في منشني هههههههه,0
553,102,102,يحمار انت والحبتور كنتو مجتمعين في باريس قبل سنه في فندق الريتس ممكن تحكيلي كم دفعلك؟؟ ,1
1991,111,111,خليك بي الجاهليه لانو ما الك الى الجهل تبعك قطر ام العرب وام لبنان وستبقى قطر والخليج اسيادك يا فار من العداله ,0
309,4384,4384,منافق جبران باسيل,1
3442,2672,2672,ﻳﻢ ﻣﺸﻬﺪﻱ ﺍﻟﻮﺣﻴﺪ ﺏ ﺳﻮﺭﻳﺎ ﻳﻠﻲ ﻓﻴﻪ ﻳﻜﻮﻥ ﺭﻭﻣﻨﺴﻲ ﻫﻞ ﺍﻟﺨﺮﻳﻒ ﻫﻮ ﻳﻠﻲ ﻋﻨﺪﻭ ﺧﺰﺍﻥ ﻣﺎﺯﻭﺕ معبى,2
1458,1010,1010,انت حمار يا مارتن ولا بتستحمر؟,1
2872,3940,3940,انتي مين لكشك يا صرماية,1
1168,113,113,ماعندنا بارات للاسف البارات ببلدك وينظمها انتي وامك وبنات بلدك ,0
3570,3244,3244,لو منك حيوانة وكذابة وجبانة بتحطي كلامك يا قواتجية في ابشع من يكون حثالة متلك بلقوات لينشتموا تافهة مقرفة لاعقة احذية او لاعق احذية جبان,1
65,1703,1703,انا مش عربية انا فينيقية لا يا شطورة إنتي حمارة,1
1393,2087,2087,ايه وشو دخل هاد الكلا ببيت الاسد هاد الكلام كله قبل مايحتلوها اسيادك النصيرين ,0
1437,4153,4153,يخربيتك روحي عالمطبخ لو شافك هتبقي مصيبه  ,0
4191,4130,4130,ههههههه داعشي طنط كول هوا ولاك حريمه,0
3723,1153,1153,جبران باسيل يطبّع قُبَل على خدود الدولة الغاصبة,2
2999,97,97,دبي رزقها الله ب محمد بن راشد عمل على تنميتها وإدارتها كأحسن ما تكون التنمية والإدارة زرتها قبل س… ,2
3765,3822,3822,ولك الله انتو شعب بجم روح جبلي مصاري للشعب بعدين احكي ,0
1104,3384,3384,لبنان طاهر بدم الشهدا يا خنزير فشرت انك تحكي علبنان يا خنزير ,1
595,1992,1992,شوهاظ اللي بتكولو يازلمي كول خيراً او كول هوا,1
1527,2902,2902,جبران سبب ثقب الاوزون باسيل     ,2
664,2213,2213,هلق انت شو بس برميل خرا او برميل زبالة او برميل منفوخ هوا من نكزة بتبج    على كل حال تلات براميل منكبهن بالمزبلة ,1
716,4356,4356,ما بينعتب عليك جاهلة وهبلة ,1
1964,1204,1204,مفكر حالو شي قصة هيدا الحشرة,1
4036,4128,4128,جيش ابو شحاطة الاثدي والجيش الروسي القذر وجهان لصرماية واحده اما القاذورات التي تعلق باسفلها فهي حتما تمثل حالش وايران,0
2350,801,801,جبران باسيل بدو يعمل متل كميل شمعون وبشير الجميل,2
1056,5709,5709,يا معاليك انا بدالك بخاف من انو يكون في دولة قوية ,2
2966,781,781,مطموووووزيل انتي ليش مقهورة ؟؟؟؟؟ ,2
1788,5489,5489,السيد الرئيس الكافر بشار الأسد يحتفل بعيد المولد النبوي الشريف القيادة الحكيمة منحبك,0
112,4198,4198,انت لازمك حكيم بيطري ليعرف وجعك ههههه حرام العماد عثمان عاملة عقدة ,1
2219,1196,1196,قبوط وصعلوك وبهلول وهبول ومسطول وعندها واحد زنخ سمج سميك بلبنان,1
4582,3115,3115,كل ما تحكي بشم ريحة ما بتسوى ,2
2313,2629,2629,بس يجي لعندك تبقى ما تستقبله هلق ارتاح و ريحنا من قرفك و شكرا قطر و تميم بقلوبنا غصب عنك انت و يللي بشد  ,1
490,5118,5118,جورج روق قاصي مرتشي كلب مثلك رح نشوف قديش جورج رزق بدو يبقي قاصي فاسد أنت يا شركسي مش مطول ولا عيلتك في الله,0
685,3728,3728,قواتجي ضبضب,2
876,3196,3196,كول هوا كذاب وفاجر وبابوجي أنضف من لحية حسن البنا وايردوغان الماسوني متعهد الشرق الأوسخ الجديد لكن وعد ,0
199,1620,1620,جبران باسيل للمرّة الثانية على التّوالي يقرّ بحق اسرائيل بالوجود والأمان,2
2423,1207,1207,ياخوان والله مو عنصريه بس أكره السوريين والفلسطينين كره ما يعلم فيه إلا الله,0
3390,3612,3612,من راقب الناس مات هما قررررررر ربت يا وءام ,2
3469,4213,4213,معظم القواتجية صهاينة,2
4320,5429,5429,اردوغان عبارة عن ابن انيسة اخونجي,0
519,4165,4165,تؤبريني شو ألبك حنون ما خطفتوه انقذتوه وليه ما ألتلك انو مخك ما بيستوعب روحي عالمطبخ وبلا جعدني,0
1217,203,203,قل كلمتك واصمد وهاب ما بيهاب ,2
5,4481,4481,جبران باسيل ظاهرة صوتية يوم بقول سوريا احتلال و يوم بده يشارك بإعادة اعمارها خطاب طويل عريض بدعم عودة سوريا للجامعة,2
2913,612,612,صار ضروري يطلع قرار يمنع فيه ذكر اسم جبران باسيل من قبل خفاف العقل والذهن المريض لانه يسبب هلوسات…,1
3711,1465,1465,بعيد الشر عن قلب السودان يتمثلوا بأقذر ثورة,2
4341,5392,5392,بيلبقلو يا بس انت واسيادك الاقزام بتحاولوا تكبروا حالكم لما بتنتقدوا امام الأمة وسيدها وحامي كرامتها يا بلا كرامة,2
4483,4935,4935,كل ما تشوفوا قوتجي حمار عم يجرب يلطش التيار بالنسبة لإنتخاب بري فرجوه مرشحهم الحمار شو قال علاقتهم استراتيجية مع بري مع عدم انتخابه,0
3663,1523,1523,كلهم من حزب الشيطان الله لايكثرهم ,0
2300,1489,1489,العمى شو مثقفة في منك عبصل,1
1743,1512,1512,اذا بين كل يللي عم بيصير وينقال وينكتب استنتجتي انو اسلوبي انا اللي بذيء بتكوني وحدة مهبولة مع احترامي ههههه,1
2064,3835,3835,ههههههههه اصلا احمد منزل تغريدة هلأ ما فيا جبران باسيل لأول مرة شكلوا اكل خرا    ,1
2695,3604,3604,لازم نبيد الغوطة كلها لازم نقتل كل سني لازم نقتل كل شخص رافض ظلم بشار الأسد,0
3158,1651,1651,نديم لطيش ماريا معلوف البقرة الضا…,1
2841,930,930,صباح الخير يلعن ترامب,1
1183,252,252,البلد عم ينهار بوجود العهد القوي وليكو عالهبيلة العوني وين راسوا,0
4294,3224,3224,ولاك حيوان بدوي نحن بسوريا اذا حدا بقول ديني علوي او سني مندوس ع راسه نحن دينا سوريا يا كر يابدوي,0
3568,4689,4689,بتقتلوا القتيل وبتمشوا بجنازته يا جماعة الخوات اللبنانية والتاريخ لن يرحمكم معراب خانت لبنان,0
3693,1423,1423,اوبشن فتح طز الشعوب وانتي الصادقة,1
1002,1897,1897,من مقابلة جبران باسيل مع سي إن إن أمن إسرائيل هو حق,2
2838,2319,2319,الله يخزيك يا شيخ,1
4541,1466,1466,بس تطلب من ابناء العاهرة كلاب ايران ينسحبو من سوريا فورا للاجئين راح يرجعو لاتفكرهم مبسوطين…,0
761,185,185,انت حثالة,1
4421,795,795,الاجدب اهوه اسمه جبران باسيل الله يخلف على اللبنانيين ولبنانهم خير    ,1
1068,4790,4790,طيب ما علينا ورح نجي معك دمشق صنع الله على الارض منيح هيك… نحنا بلبنان شو استفدنا وشو استفادت بيروت,2
949,1837,1837,وكأنك تطلب حماية وليد بك يا جاهل حنجيبك ,1
2115,1541,1541,الإخوان د واحس و علمانيين عملاتنا لوجه واحده وهي يهود,0
3865,5046,5046,لا والله يلعنك ويلعن تركيا و روسيا و ايران يا ارقى انواع الطشم و هل بعد العلوي طشم يلعنك محتل,0
2981,531,531,ممكن تفرشي سنانك قبل كل تويت بليز في ريحة خرى قوية,1
2520,1502,1502,في القران بلسان النبي إبراهيم عليه السلام اذ قال  أتعبدون ما تنحتون  ؟ نعمل الزعيم ثم نعبده ,2
597,248,248,ومبعوصة من انه الديمقراطية مترجمة من الـ وبدها الملسمين يقولوا شورى طيب يا قلبي الشورى عند داعش والسعودية احنا بدنا ديمقراطية يا كندرة,1
2027,5269,5269,وزير خارجية لبنان جبران باسيل اذا ارادت اسرائيل حفظ امنها وهذا حقها,2
3966,916,916,انا الموقع ادناه ومن موقعي هذا اصرّح بأنني لست مسؤول عن عدم مشاركة الرؤساء الى القمه لا من قريب ولا من بعيد,2
1822,2273,2273,هي تفاصيل لطيفة بس,2
1569,5560,5560,زنجي حقير يحسب نظام العصابات ينطبق على كل شيء,0
489,3094,3094,وقح واطي بلا أدب عاطل يهودي محنك لئيم ومع هيدا أوسكار احلى منك انت روح خلي ايران وإسرائيل يلعبوا معك وفيك,1
795,5036,5036,ما لفتني إلا موضوع انو لازم تكون لائقة عشان واجهة لبنان  ولك يا طشم عم ينضرب فينا المثل بالزبالة والفساد أيا لائقة لمبي آه يا هبيلي,1
2408,4084,4084,"""غرد الجحش وظن باءنه حصاناً تتكلم مع العوني بموضوعية فيرد كبهيم حقير جربان مثل اصله""",0
1639,2952,2952,لازم يشيلو من هالدولة عم يعطينا هوا نجس كلو جراثيم ,1
2466,4066,4066,بتطلع ستين خنزير يا رافضي يا مجوسي يا عباد القبور لعنة الله عليك وع معلمينك الخميني وخامنئي ونصرالشيطان والسكستاني اتفوووووووو,0
3490,4772,4772,ما ناقشة جاهلاً إلا وغلّبني ,2
2152,4550,4550,السوري علوي كلب هدفه احتلال مكة و المدينة,0
4432,1418,1418,مرجع كبير منو هوي يا   تيس ,1
154,5631,5631,للمفارقة في بلدي على اليسار باسل الصفدي عبقري خوارزميات ومصنف بين أفضل مفكر عالمي وعلى اليمين حافظ بشار الأسد الحاصل على لقب جحش الرياضيات,1
1786,2827,2827,كول هوا ما إلي جلادتك بس لمعلوماتك جبران باسيل داعس بقلبك,1
4573,215,215,أمّا علاقتنا مع جبران باسيل فهناك صداقة بيننا وإ…,2
1503,5306,5306,حيوان مقمل وهابي قذر نجس يلا ولاك على خيمتك,0
2006,5138,5138,هو ماهو بالاساس كلب ارمني لاجيئ,0
571,5728,5728,حتى لو بسوريا  بالنهاية العيل اللبنانيه والسورية ممتزجين نفس العائله واﻻجرام بدمهن بدهن حرق مش دعس,0
1842,5689,5689,جبران باسيل لو كان يريد وطنا لما تطاول على الرئيس بري ووصفه بالبلطجي,2
1307,322,322,انت بوق ايراني مجوسي رخيص سعرك كلفول السوداني,0
668,4272,4272,هذا فعل الريال والدرهم لأنك كلب تفضل الريال والدرهم على سمعت بلدك فتميم هو من حول القمه من قمة وزر ,1
3283,460,460,كرهت او أحببت جبران باسيل عليك أن تعترف بأنه قدها وقدود، بالكلام والأفعال,2
1850,4173,4173,يحرق عرضك روحي عالمطبخ فضحتي لدنيا وانت وهبلك,0
3774,5062,5062,سعودي عالنوم يا طشم بيكفي هبل لليوم ما بدك تخلي شي لبكرا,0
3872,349,349,باسيل لإعادة النازحين ودعم قطري للبنان باسيل يبحث لحل عقدة تشكيل الحكومة,2
1799,4060,4060,مقاس صرمايتي والصرماية يلي ع راسك متطابقتان تماما يا عبد المجوس تضرب انته وكلب الفرس المجوسي نصرالشيطان ابن المتعه,0
2397,2922,2922,تفوووو عليك سوري جربان مالنا ومالكم حريصة تحرقكم انتو واهل فلسطين,0
3991,3173,3173,اوعا تكون القاضي بحياتك ,2
2086,5445,5445,في الداخل وفي الخارج موقفنا واحد لا يتغير لبنان ولبنان وثم لبنان هذا هو جبران باسيل,2
3864,2206,2206,نعيما يا دندن انت ومعلمك ما بتوصلوا لصباط جبران باسيل   ,1
2697,2580,2580,يا قايم الحق ما اكذبك ,2
2215,3869,3869,السيد يقرر وانت كول هوا ونفذ اطع عمرك هبيلي,1
3609,2906,2906,يا كلب سوري جربان بيت حريري اصحاب ايادي بيضاء على مدينه طرابلس مش ايدي ملطخه بالدماء والمجازر وتفجير المساجد يا كلب النظام سوري ,1
407,4803,4803,لكل جلجوق و جحش بيقول انو القوات تاريخا مجازر قتل و الغاء هيدي اسما حرب يا جحاش و لوما كان في قوات لبنانية كنا متل اليزيدية و مسيحية العراق,0
1578,298,298,والبلطجي جبران باسيل المال لمعه حلال ولله حراميا شيخة,1
2445,5766,5766,لبنان شامخ بعروبتو بأخواتو العرب بس الفرس ما جلبو للبنان الى الدمار لعنكم الله ايها الفرس المجوس,0
4484,5792,5792,الشعب اللبناني عندو اهضم زلمي جبران باسيل و لو انو جاي من المريخ بس مهضوم ما هيك يا جماعة,2
1949,565,565,تسلم يا قائد دايما بتحط النقط عالحروق سلطة فاسدة وعاهرة سلبوا ونهبوا البلد ,0
4657,3430,3430,العمى في عيونك ما أجحشك يا كلاش يا شاوي النجس صاحب واجب يا هوا,0
2801,2927,2927,كان الزلمي معتذر رئيس جمهوريتك وصهرو قلقو ربو هني ويتصلو ,2
1417,498,498,صدقيني مش طبيعي   جلطني ,1
4130,269,269,عندما يقال يا شحاذ يظهر لك باسيل جبران,1
3460,1791,1791,و شراميط الاعلام,1
524,3732,3732,العمى شو انكن عبيد,0
27,2177,2177,و انت يا ابو امارات بنفس الزورق معهم ,2
1961,278,278,الروس المفروض ينشهروا بالوقاحة مو بالڤودكا,0
1893,1957,1957,انت واقتراحك وصرماية اللواء عثمان سوا سوا ,1
4116,3568,3568,هاد كان في متلو كتير بحلب بشارع التلل,2
1637,3169,3169,انت عقدة النقص يلي عندك انك فلاح ودون ابن المدبنة لهلاء ملاحقتك حتى لو تعلمت يا فلاح بتضل ضيعجي وبتضل دون,0
3275,1653,1653,بتمنى من اخواننا في الوطن يلي عم يتهموا الوزير جبران باسيل يقرأوا هالتغريدة من صحافي كلنا منعرف توجهه السياسي  ,2
31,221,221,والله الحذاء خساره فيهم ,1
3316,4339,4339,طز بهيك بلد وهيك شعب وهيك حكومة,0
2005,461,461,نرجو ذلك يا معالي النائب ,2
2751,1226,1226,الحرمة بتضل حرمة,0
3487,2293,2293,ولعها ولع ولع وأعطيني شحطة العقاب لوهاب وهاب قاتل ابو دياب ,2
1823,1151,1151,كان هدفها الاسائة للسعودية فقط عبر تلفيق الاكاذيب كعادة هؤلاء الغجر معنا لكن تورطت مع حساب النرويج,0
674,1599,1599,رب يسعد مساك ,2
803,613,613,نتمنى أن لا ينظر علينا أحد بمحاربة الفساد بعد اليوم إذا لم يتم سجن عماد عثمان فالمذكور في جريدة الأخبار يطيح بدولة… ,2
634,425,425,كوووووووول خرااااااا ولاااااك ,1
3421,5720,5720,الرعاع اللي هاجو بسوريا نحنا قرفانين منهم وقلنا عنهم خونة وجلب بوقت اللي كان سعدو وجعجع عاملين مهرجانات ليدعموهم وهربولهم بواخر سلاح,0
3125,972,972,ما حدا غيرك أمير الإرهاب والمجرم السفاح طز بهيك بلد خلف امتالك يا حمار ,0
4433,1560,1560,مش معقول كمية الجهل والغباء والحقد الاعمى بالردود شعب بس بعد ناقصوا الرسن المكاري موجود بس هيك ♂,0
286,5464,5464,ملعون هو وابوه وابو عيلتو وابو اسرائيل على ابو الي بدو يروح ع اسرائيل لعمى اوقح من السوريين المعارضين وانذل واخون انا ماشفت ولاعيني رأت,0
567,2722,2722,اي دموقراطيه عم تحكي عليها انتو النسوان  ماعندكن شي اسمو دموقراطيه عدكن نكد واخواته ,0
3360,2216,2216,والله ربنا ليلعن تعاريص عرضه,1
1916,1405,1405,كول هوا يارعي البقر,1
4453,849,849,لا يزال نِصفُكَ عالِقٌ في الصندوق الأسود فكّر فيا ,2
1254,4431,4431,يلعن ابوكن شبيحة تفو عليكن وعلى الجحش بشار والجحش حسن زميرة,0
25,5084,5084,هو من حزب الحق والعقل يا بهيمه الاخوان,0
2912,1915,1915,مين داعمو ؟؟؟؟ لو سمحت تعطي أسماء يا وءام ,2
2258,3297,3297,جبران باسيل الرجل الذي لا ينام قدن كلن,2
341,5574,5574,اكيد حتى جبران باسيل لا يرضى به,2
1756,4054,4054,لم ترى عيني أعهر من مسيحي لبناني يقف جنباً الى جنب مع حسن نصر الشيطان وجماعته ,0
2279,2767,2767,يا معاليك انت على حق لكن سؤال المليار دولار عا كم شخص توزعت   كل واحد مجرم و ساعد في تدمير سوريه ولي  ,2
405,2498,2498,مت بغيضك ,1
4536,2667,2667,هؤلاء الخبثاء والخنازير أينما حلو يحل بارضهم الخراب     ,0
